"CPW_LOT","DEVICE","FACILITY","TOP","IOP","VPPK","VXOVR","VEA","WAVELENGTH","LFIBER","EXT_RATIO","DISP_PENALTY","MASK_MARGIN","SMSR","RISE_TIME","FALL_TIME","OVERSHOOT","JITTER","CROSSING","ISS","RTH","IPD","IPHOTO","DEVICE_FM","TEST_RUNS","STATE","PRODUCT","FIRST_FAIL_MODE","TEST_DT","PKG_CODE"
"875535","152409456","PKGF10GB6","41.75","87",".72","1.46","-.9","1542.1419","3.478","12.1","2.16","20","49.41","19.8","23.2","1.08","1.7","49",".1582","4.97063","1324.083","30.11274","PASS","1","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"875536","152409457","PKGF10GB5","38.81","74",".56","1.45","-.8","1542.141","3.486","10.6","2.36","17","54.45","22","26.6",".91","2.05","50",".1659","5.5993","672.427","28.71964","PASS","1","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"875537","152409458","PKGF10GB6","45.5","95",".61","1.48","-.91","1542.1439","1.778","11.2","2.16","20","51.3","19.6","22.7","1.22","1.86","50",".1487","4.29236","1172.416","34.13531","PASS","1","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"CK-875538","152409459","PKGF10GB5","40.16","85",".52","1.42","-.85","1542.145","3.181","10.6","2.53","20","54.41","22.5","26.7",".8","2.2","49",".1624","5.30327","459.23","33.82043","PASS","1","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"875539","152409460","PKGF10GB5","40.71","88",".49","1.45","-.95","1542.139","2.902","10.6","2.4","20","53.42","21","26.2",".31","2.16","49",".1597","5.18578","1014.292","34.32484","PASS","1","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"875540","152409461","PKGF10GB5","40.36","90",".48","1.47","-.85","1542.141","1.917","10.5","2.46","18","51.87","22.3","26.1",".72","2.22","50",".159","5.25902","1437.786","31.07265","PASS","2","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"875541","152409462","PKGF10GB5","41.91","90",".5","1.51","-.9","1542.145","1.427","10.5","2.21","19","51.43","21.4","26",".65","2.29","49",".1607","4.94469","1264.372","31.85387","PASS","1","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"CK-875544","152409465","PKGF10GB5","42.12","90",".45","1.46","-.9","1542.145","2.324","10.6","2.7","20","53.67","20.4","25.4",".86","2.24","49",".1565","4.90349","1030.71","34.10119","PASS","1","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"875549","152409470","PKGF10GB5","43.14","86",".55","1.45","-.9","1542.141","2.97","10.6","2.57","19","52.35","20.5","26.3",".71","2.08","50",".165","4.7097","981.61","32.01396","PASS","1","C","1626L4B44","PASS","24-JUN-15","80km DWDM"
"875574","152409495","PKGF10GB5","42","90",".48","1.47","-.8","1554.939","2.303","10.5","2.92","19","48.36","21.4","26.3",".72","2.3","50",".1591","4.92638","342.551","33.94856","PASS","1","C","1626L4B28","PASS","24-JUN-15","80km DWDM"
"875576","152409497","PKGF10GB5","38.33","94.9",".59","1.52","-1","1554.942","1.384","10.4","998.9","-999","-999","-999","-999","-999","-999","50",".1686","-999","1001.158","35.23677","FAIL","1","C","1626L4B28","FAIL_TUNING","24-JUN-15","80km DWDM"
"875577","152409498","PKGF10GB5","41.92","94.9",".75","1.49","-.7","1554.938","1.089","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".1822","-999","1166.02","26.13579","FAIL","1","C","1626L4B28","FAIL_TUNING","24-JUN-15","80km DWDM"
"875578","152409499","PKGF10GB5","38.37","94.9",".65","1.42","-.9","1554.939","1.301","10.6","6.22","-999","-999","-999","-999","-999","-999","49",".1737","-999","501.762","37.27773","FAIL","1","C","1626L4B28","FAIL_TUNING","24-JUN-15","80km DWDM"
"875584","152409505","PKGF10GB5","43.67","94.9",".75","1.51","-.65","1554.941",".909","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".1822","-999","558.116","30.21824","FAIL","1","C","1626L4B28","FAIL_TUNING","24-JUN-15","80km DWDM"
"875585","152409506","PKGF10GB5","42.04","90",".56","1.54","-.85","1554.942","3.235","10.5","3.8","-999","-999","-999","-999","-999","-999","50",".1662","-999","799.949","35.66596","FAIL","1","C","1626L4B28","FAIL_TUNING","24-JUN-15","80km DWDM"
"875587","152409508","PKGF10GB5","0","94.9",".44","1.48","-.8","1554.937","1.27","10.6","2.88","18","52.88","-999","-999","-999","2.29","50",".1556","1","1","32.26445","FAIL","3","C","1626L4B28","FAIL_RTH","24-JUN-15","80km DWDM"
"875588","152409509","PKGF10GB5","39.37","94.9",".75","1.44","-.8","1554.94","1.058","10.5","998.9","-999","-999","-999","-999","-999","-999","50",".1821","-999","672.275","32.03114","FAIL","1","C","1626L4B28","FAIL_TUNING","24-JUN-15","80km DWDM"
"875592","152409513","PKGF10GB5","41.14","94.9",".75","1.54","-.65","1554.941","1.083","10.5","998.9","-999","-999","-999","-999","-999","-999","50",".1823","-999","585.453","30.42425","FAIL","1","C","1626L4B28","FAIL_TUNING","24-JUN-15","80km DWDM"
"CK-875608","152409529","PKGF10GB5","44.91","90",".47","1.42","-1","1554.937","1.57","10.6","2.97","15","50.48","23.7","24.7","1.24","2.46","50",".1582","4.39384","660.744","35.24387","PASS","1","C","1626L4B28","PASS","24-JUN-15","80km DWDM"
"875619","152409540","PKGF10GB6","40.91","94.9",".7","1.49","-1.05","1563.8599",".82","12.2","998.8","-999","-999","-999","-999","-999","-999","50",".1565","-999","1041.359","37.30251","FAIL","2","C","1626L4B17","FAIL_TUNING","24-JUN-15","80km DWDM"
"875620","152409541","PKGF10GB5","38.37","94.9",".75","1.42","-1.1","1563.863","1.102","10.5","998.9","-999","-999","-999","-999","-999","-999","50",".1819","-999","944.423","36.74386","FAIL","2","C","1626L4B17","FAIL_TUNING","24-JUN-15","80km DWDM"
"875622","152409543","PKGF10GB6","41.29","94.9",".7","1.41","-.85","1563.8613","1.042","12.3","998.8","-999","-999","-999","-999","-999","-999","49",".1565","-999","1257.676","31.55489","FAIL","1","C","1626L4B17","FAIL_TUNING","24-JUN-15","80km DWDM"
"875624","152409545","PKGF10GB6","36.46","94.9",".7","1.41","-.9","1563.8617",".947","12.4","998.8","-999","-999","-999","-999","-999","-999","50",".1564","-999","1194.628","32.8888","FAIL","2","C","1626L4B17","FAIL_TUNING","24-JUN-15","80km DWDM"
"875625","152409546","PKGF10GB5","38.34","66",".66","1.32","-.9","1563.858","3.182","10.6","998.9","-999","-999","-999","-999","-999","-999","50",".1743","-999","269.474","30.15592","FAIL","1","C","1626L4B17","FAIL_TUNING","24-JUN-15","80km DWDM"
"875630","152409551","PKGF10GB5","40.95","94.9",".61","1.53","-1.2","1563.859","1.49","10.6","2.83","20","51.37","19.4","25.7",".7","2.24","50",".1702","5.13848","906.777","41.42709","PASS","2","C","1626L4B17","PASS","24-JUN-15","80km DWDM"
"875631","152409552","PKGF10GB6","39.53","83.35",".53","1.48","-1.25","1563.86","1.553","10.8","3.32","17","51.07","19.4","23.2","1.78","2.13","50",".1422","5.4345","449.96","40.60291","FAIL","1","C","1626L4B17","FAIL_DISP_PENALTY","24-JUN-15","80km DWDM"
"CK-875633","152409554","PKGF10GB5","38.83","90",".44","1.45","-.9","1563.86","1.583","10.5","2.95","20","53.75","20.1","24.7",".97","2.38","49",".1557","5.59396","1190.074","33.11155","PASS","1","C","1626L4B17","PASS","24-JUN-15","80km DWDM"
"875634","152409555","PKGF10GB6","40.54","95",".67","1.51","-.95","1563.8604","2.849","11.8","3.21","20","51.06","19.1","23.6",".84","1.91","50",".154","5.21935","1191.499","34.80274","FAIL","1","C","1626L4B17","FAIL_DISP_PENALTY","24-JUN-15","80km DWDM"
"CK-875636","152409557","PKGF10GB6","42.03","95",".56","1.5","-1.01","1563.8626","1.958","11.2","2.86","20","49.4","18.6","22.7","1.49","1.89","50",".1446","4.91951","1279.812","36.80997","PASS","1","C","1626L4B17","PASS","24-JUN-15","80km DWDM"
"875638","152409559","PKGF10GB5","1269.95","94.9",".5","1.56","-1","1563.861","1.291","10.5","2.71","18","53.51","-999","-999","-999","2.43","51",".1608","5.0309","1270.099","36.69104","FAIL","3","C","1626L4B17","FAIL_TOP","24-JUN-15","80km DWDM"
"CK-875639","152409560","PKGF10GB6","39.61","90",".6","1.5","-1.05","1563.8634","2.877","11.5","2.98","20","50.83","20.1","23.5","1.17","1.82","50",".1479","5.42153","1202.643","36.45637","PASS","1","C","1626L4B17","PASS","24-JUN-15","80km DWDM"
"CK-875641","152409562","PKGF10GB6","37.6","90",".55","1.51","-1.07","1563.8612","1.47","10.8","2.86","20","50.54","18.8","23.4","1.5","1.87","51",".1437","5.87854","1636.116","36.62989","PASS","2","C","1626L4B17","PASS","24-JUN-15","80km DWDM"
"875643","152409564","PKGF10GB3","-999","-999","-.04","-.02","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-.0001","-999","-999","-999","FAIL","2","C","1626L048","FAIL_TOP_CONTACT","23-JUN-15","80km DWDM"
"CK-875647","152409568","PKGF10GB6","42.81","94.9",".7","1.43","-.7","1538.9788","1.34","12.6","998.8","-999","-999","-999","-999","-999","-999","50",".1567","-999","634.982","31.78259","FAIL","1","C","1626L048","FAIL_TUNING","23-JUN-15","80km DWDM"
"CK-875651","152409665","PKGF10GB6","40.02","95",".42","1.49","-1.07","1563.8627","1.332","11.1","2.6","20","51.58","21.7","23.8","1.12","2.05","49",".1331","5.33227","1150.586","38.95051","PASS","1","C","1626L4B17","PASS","24-JUN-15","80km DWDM"
"875653","152409667","PKGF10GB6","41.83","95",".57","1.44","-1","1563.8618","2.807","12.2","2.45","20","50.14","20.6","23.3",".83","2.09","50",".1455","4.9546","1024.719","35.85943","PASS","1","C","1626L4B17","PASS","24-JUN-15","80km DWDM"
"875656","152409670","PKGF10GB5","41.26","72",".63","1.54","-1.35","1563.858","1.605","10.1","998.9","-999","-999","-999","-999","-999","-999","51",".172","-999","263.671","40.22955","FAIL","2","C","1626L4B17","FAIL_TUNING","24-JUN-15","80km DWDM"
"875860","152410511","PKGF10GB4","38","70",".4","1.47","-.7","1534.281","7.731","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1419","-999","-999","26.77933","FAIL","1","C","1655L054","FAIL_WAVELENGTH","23-JUN-15","40km DWDM"
"875863","152410514","PKGF10GB3","38","70",".4","1.49","-.9","1534.275","8.611","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1459","-999","-999","33.89899","FAIL","1","C","1655L054","FAIL_WAVELENGTH","23-JUN-15","40km DWDM"
"CK-875878","152410529","PKGF10GB5","47.81","75.63",".4","1.47","-.7","1534.247",".809","11.2","1.23","18","51.21","21.3","24.1","1.63","2.08","50",".1519","3.92691","343.086","29.39863","PASS","1","C","1655L054","PASS","23-JUN-15","40km DWDM"
"875880","152410531","PKGF10GB4","46.03","70",".4","1.47","-.7","1534.249",".867","10.9",".77","20","48.15","21.4","25.8",".5","1.73","51",".1414","4.20615","608.798","27.1202","PASS","1","C","1655L054","PASS","23-JUN-15","40km DWDM"
"875882","152410533","PKGF10GB3","48","70",".4","1.49","-.8","1533.87","9.464","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1459","-999","-999","26.49307","FAIL","2","C","1655L054","FAIL_WAVELENGTH","23-JUN-15","40km DWDM"
"875888","152410539","PKGF10GB3","48","70",".4","1.47","-.7","1534.202","6.947","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1459","-999","-999","27.62115","FAIL","2","C","1655L054","FAIL_WAVELENGTH","21-JUN-15","40km DWDM"
"875894","152410545","PKGF10GB4","48","70",".4","1.47","-.7","1533.992","7.829","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1416","-999","-999","25.31719","FAIL","3","C","1655L054","FAIL_WAVELENGTH","23-JUN-15","40km DWDM"
"875895","152410546","PKGF10GB4","46.11","70",".4","1.5","-.7","1534.247","1.174","11.2",".81","20","50.15","19.6","24.8","2.56","1.53","50",".1417","4.19242","997.255","25.4828","PASS","1","C","1655L054","PASS","21-JUN-15","40km DWDM"
"875902","152410553","PKGF10GB3","48","70",".4","1.47","-.7","1533.98","6.958","-999","-999","-999","-999","-999","-999","-999","-999","-999",".1459","-999","-999","26.11282","FAIL","1","C","1655L054","FAIL_WAVELENGTH","24-JUN-15","40km DWDM"
"875903","152410554","PKGF10GB4","48","70",".4","1.47","-.7","1534.092","7.454","-999","-999","-999","-999","-999","-999","-999","-999","-999",".142","-999","-999","27.29391","FAIL","1","C","1655L054","FAIL_WAVELENGTH","23-JUN-15","40km DWDM"
"875904","152410555","PKGF10GB3","48","70",".42","1.39","-.7","1534.182","8.458","-999","-999","-999","-999","-999","-999","-999","-999","-999",".148","-999","-999","22.924","FAIL","1","C","1655L054","FAIL_WAVELENGTH","24-JUN-15","40km DWDM"
"CK-875910","152410561","PKGF10GB4","46.82","78.19",".4","1.53","-.7","1534.248",".726","10.9",".58","18","50.76","19.8","24.3","2.16","1.67","50",".1414","4.07797","950.454","27.32108","PASS","1","C","1655L054","PASS","23-JUN-15","40km DWDM"
"CK-875911","152410562","PKGF10GB4","47.1","79.9",".45","1.49","-.65","1534.246",".556","11.1",".69","20","50.49","20.8","26",".6","1.59","50",".1455","4.03601","559.095","28.32767","PASS","1","C","1655L054","PASS","23-JUN-15","40km DWDM"
"875946","152410597","PKGF10GB2","40.27","79.9",".45","1.35","-.55","1534.25",".719","10.6","1.52","11","-999","-999","-999","-999","2.52","51",".1591","-999","638.743","26.11605","FAIL","1","C","1655L054","FAIL_TUNING","23-JUN-15","40km DWDM"
"875988","152410788","PKGF10GB4","48","70",".55","1.44","-.7","1545.368","1.729","9","998.8","-999","-999","-999","-999","-999","-999","51",".1536","-999","621.166","25.64119","FAIL","2","C","1655L040","FAIL_WAVELENGTH","23-JUN-15","40km DWDM"
"875996","152410796","PKGF10GB4","44.55","68",".4","1.47","-.7","1545.321","1.686","10.7",".78","20","45.47","21","25.1","1.13","1.49","50",".1418","4.45487","1097.118","23.02958","PASS","1","C","1655L040","PASS","22-JUN-15","40km DWDM"
"875999","152410799","PKGF10GB2","45.61","66",".4","1.44","-.7","1545.322","1.678","10.8","1.21","20","50.65","19.6","22.8","1.94","2.42","50",".1548","4.27787","403.372","26.36092","PASS","3","C","1655L040","PASS","23-JUN-15","40km DWDM"
"876032","152410832","PKGF10GB4","38.87","51",".7","1.53","-1","1542.146","1.731","10.6",".93","20","49.25","17","27","1.6","2.62","50",".1653","5.58557","319.745","28.82388","PASS","2","C","1655L044","PASS","24-JUN-15","40km DWDM"
"876033","152410833","PKGF10GB4","40.24","53",".45","1.42","-.7","1542.141","1.652","10.7","1","20","49.72","21.8","26",".21","1.53","50",".1451","5.28649","492.291","22.0269","PASS","1","C","1655L044","PASS","24-JUN-15","40km DWDM"
"876036","152410836","PKGF10GB4","43.66","70",".4","1.43","-.7","1542.141","1.397","10.6",".79","20","48.13","21.1","25.8","1.03","1.46","49",".1411","4.61509","959.234","23.73566","PASS","1","C","1655L044","PASS","24-JUN-15","40km DWDM"
"CK-876037","152410837","PKGF10GB3","44.33","70",".4","1.49","-.9","1542.136","1.471","10.8",".54","20","50.76","19","22","1.17","1.79","51",".1456","4.49454","847.333","28.28986","PASS","1","C","1655L044","PASS","24-JUN-15","40km DWDM"
"CK-876038","152410838","PKGF10GB4","44.98","69",".4","1.45","-.7","1542.14","1.712","10.9",".78","20","48.72","21.1","26",".26","1.49","50",".1412","4.38163","1028.94","23.68862","PASS","1","C","1655L044","PASS","24-JUN-15","40km DWDM"
"876089","152410889","PKGF10GB4","35.02","-999","-.01","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0007","-999","-999","-999","FAIL","1","C","1655L058","FAIL_IPD_CONTACT","23-JUN-15","40km DWDM"
"876094","152410894","PKGF10GB4","35.03","-999","-.01","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0007","-999","-999","-999","FAIL","1","C","1655L058","FAIL_IPD_CONTACT","23-JUN-15","40km DWDM"
"876098","152410898","PKGF10GB3","39.53","61",".49","1.48","-.7","1531.117","1.718","10.5",".41","20","49.41","20.2","22.2",".94","1.82","49",".1534","5.43755","790.875","22.80325","PASS","1","C","1655L058","PASS","23-JUN-15","40km DWDM"
"876113","152410913","PKGF10GB5","35.04","-999","0","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0005","-999","-999","-999","FAIL","2","C","1655L058","FAIL_IPD_CONTACT","23-JUN-15","40km DWDM"
"876116","152410916","PKGF10GB2","47.14","70",".4","1.4","-.7","1531.115","1.42","10.6",".96","20","48.96","20.9","23.6","1.47","2.16","50",".1544","4.02762","1008.316","23.40405","PASS","1","C","1655L058","PASS","23-JUN-15","40km DWDM"
"876167","152411005","PKGF10GB7","42.57","85",".47","1.56","-.9","1549.315","2.205","10.7","1.56","20","48.23","20.4","24.8","1.02","2.55","50",".1543","4.81498","1132.299","32.98","PASS","1","C","1656L035","PASS","24-JUN-15","80km DWDM"
"876168","152411006","PKGF10GB7","44.47","85",".47","1.55","-.9","1549.317","2.942","10.8","2.34","20","49.39","19.3","25.1","1.12","2.27","50",".1543","4.46784","572.104","36.57841","PASS","1","C","1656L035","PASS","24-JUN-15","80km DWDM"
"876296","152411164","PKGF10GB1","30.1","94.9",".75","1.55","-1.58","1609.509","-.224","10","998.8","-999","-999","-999","-999","-999","-999","50",".1706","-999","824.18","50.11022","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876297","152411165","PKGF10GB1","30.1","94.9",".7","1.53","-1.58","1609.555",".592","10.8","3.33","-999","-999","-999","-999","-999","-999","49",".167","-999","888.178","50.87072","FAIL","3","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"876298","152411166","PKGF10GB1","30.1","94.9",".75","1.49","-1.28","1610.351",".465","11.5","998.8","-999","-999","-999","-999","-999","-999","49",".1705","-999","495.562","44.41504","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876300","152411168","PKGF10GB1","30.1","94.9",".75","1.41","-1.28","1608.925",".392","10.9","998.8","-999","-999","-999","-999","-999","-999","49",".1705","-999","480.899","42.8736","FAIL","1","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"876303","152411171","PKGF10GB1","30.1","94.9",".65","1.55","-1.58","1609.766","-.385","10.1","998.8","-999","-999","-999","-999","-999","-999","50",".163","-999","1704.645","47.19677","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876304","152411172","PKGF10GB1","30.1","94.9",".65","1.53","-1.58","1609.791",".793","10.5","-999","0","53.07","16.9","25.6",".62","3.26","49",".164","8.0415","1404.36","48.37373","FAIL","3","C","1626L3161","PASS","23-JUN-15","70km CWDM 161"
"876308","152411176","PKGF10GB1","30.1","94.9",".7","1.55","-1.58","1609.156",".468","10.4","998.8","-999","-999","-999","-999","-999","-999","50",".1671","-999","1379.234","48.08531","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876312","152411180","PKGF10GB1","30.1","94.9",".35","1.51","-1.6","1609.262",".574","10.3","2.88","-999","-999","-999","-999","-999","-999","49",".1389","-999","589.038","52.41413","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876320","152411188","PKGF10GB1","35","85",".4","1.51","-1.38","1610.735",".852","11.1","3.01","9","51.36","17.7","27.1","2.95","3.16","51",".1429","6.54917","369.017","46.31367","FAIL","1","C","1626L3161","FAIL_DISP_PENALTY","23-JUN-15","70km CWDM 161"
"876321","152411189","PKGF10GB1","35","85",".4","1.5","-1.38","1610.662",".667","11.2","3.01","3","51.4","17.7","25.9","2.02","3.11","50",".143","6.54917","437.292","46.16372","FAIL","1","C","1626L3161","FAIL_DISP_PENALTY","23-JUN-15","70km CWDM 161"
"876322","152411190","PKGF10GB1","30.1","94.9",".75","1.57","-1.48","1609.386",".357","11.4","998.8","-999","-999","-999","-999","-999","-999","50",".1711","-999","1446.44","48.83948","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876331","152411199","PKGF10GB1","30.1","94.9",".35","1.51","-1.43","1609.741",".604","10.7","2.94","5","50.43","18.2","25","1.1","2.95","50",".1389","8.04303","1306.531","44.92958","PASS","1","C","1626L3161","PASS","23-JUN-15","70km CWDM 161"
"876332","152411200","PKGF10GB1","30.1","94.9",".6","1.56","-1.58","1610.32",".554","11","3.83","-999","-999","-999","-999","-999","-999","50",".1593","-999","1491.269","50.63257","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876339","152411207","PKGF10GB1","33","89.47",".45","1.53","-1.38","1609.207",".754","11","3.04","7","51.03","17.1","25.1","1.73","2.94","51",".1472","7.11452","918.268","45.35984","FAIL","1","C","1626L3161","FAIL_DISP_PENALTY","21-JUN-15","70km CWDM 161"
"876341","152411209","PKGF10GB1","30.1","94.9",".4","1.52","-1.6","1610.757",".537","10.8","2.9","-999","-999","-999","-999","-999","-999","51",".1427","-999","685.569","52.47799","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876347","152411215","PKGF10GB1","35","85",".4","1.49","-1.38","1610.367","1.51","10.8","2.87","11","51.45","18.6","24.6","1.64","2.72","50",".143","6.54994","554.443","45.26551","PASS","1","C","1626L3161","PASS","23-JUN-15","70km CWDM 161"
"876352","152411220","PKGF10GB1","30.1","94.9",".25","1.49","-1.6","1610.305",".72","9.7","2.9","-999","-999","-999","-999","-999","-999","50",".131","-999","834.872","54.35551","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876356","152411224","PKGF10GB1","30.1","94.9",".35","1.51","-1.53","1610.857",".464","10.6","998.8","-999","-999","-999","-999","-999","-999","50",".1389","-999","677.932","51.75695","FAIL","5","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"876359","152411227","PKGF10GB1","30.1","94.9",".35","1.47","-1.6","1609.908",".615","10.4","3.73","-999","-999","-999","-999","-999","-999","50",".1387","-999","1000.518","51.87977","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876363","152411231","PKGF10GB1","30.1","94.9",".45","1.52","-1.6","1609.574",".538","10.3","998.8","-999","-999","-999","-999","-999","-999","50",".1467","-999","1345.785","49.87122","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876366","152411234","PKGF10GB1","31","94.89",".35","1.49","-1.6","1609.235",".676","9.6","3.76","-999","-999","-999","-999","-999","-999","51",".1388","-999","1326.31","49.43544","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876367","152411235","PKGF10GB1","30.1","94.9",".35","1.49","-1.6","1609.16",".584","9.8","998.8","-999","-999","-999","-999","-999","-999","49",".1389","-999","1534.494","49.06511","FAIL","3","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"876368","152411236","PKGF10GB1","35","87.78",".3","1.46","-1.58","1610.44",".751","9.6","2.59","7","53.59","19.9","24.8","2.45","3.08","49",".1347","6.54917","635.624","49.25277","PASS","2","C","1626L3161","PASS","23-JUN-15","70km CWDM 161"
"876372","152411240","PKGF10GB1","30.1","94.75",".55","1.54","-1.6","1608.787",".734","9.8","998.8","-999","-999","-999","-999","-999","-999","49",".155","-999","605.305","53.01423","FAIL","4","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"876375","152411243","PKGF10GB1","33","91.64",".25","1.45","-1.6","1609.004",".736","9.8","3.5","-999","-999","-999","-999","-999","-999","50",".1307","-999","1210.458","48.23496","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876376","152411244","PKGF10GB1","31","85.87",".3","1.46","-1.6","1608.914",".755","10.1","5.6","-999","-999","-999","-999","-999","-999","51",".1347","-999","889.247","48.17083","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"CK-876435","152411304","PKGF10GB3","40.72","94.9",".67","1.47","-.9","1540.554","1.537","10.6","2.73","20","51.18","19.5","22.6",".63","1.88","50",".169","5.18349","1473.564","32.71179","PASS","1","C","1656L046","PASS","24-JUN-15","80km DWDM"
"876436","152411305","PKGF10GB4","45.56","94.9",".75","1.57","-.85","1540.556","1.214","12.7","998.8","-999","-999","-999","-999","-999","-999","50",".1698","-999","1299.058","33.86199","FAIL","1","C","1656L046","FAIL_TUNING","24-JUN-15","80km DWDM"
"876445","152411314","PKGF10GB7","42.55","94.9",".52","1.54","-1","1540.557","1.804","10.8","3.12","20","50.49","18.8","24.2","1.31","2.35","50",".1586","4.8188","1326.665","38.15967","FAIL","1","C","1656L046","FAIL_DISP_PENALTY","24-JUN-15","80km DWDM"
"876454","152411323","PKGF10GB6","47.69","94.9",".75","1.38","-.55","1540.5591","1.561","13.2","3.59","20","51.44","20","20.8",".33","1.6","50",".1609","3.94369","604.985","27.5175","FAIL","1","C","1656L046","FAIL_DISP_PENALTY","24-JUN-15","80km DWDM"
"876509","152411378","PKGF10GB5","45.71","79.9",".61","1.37","-.7","1561.418","1.368","10.5","1.27","20","52.05","21.9","24.7",".62","2.01","50",".1699","4.25879","568.73","26.51937","PASS","2","C","1655L320","PASS","22-JUN-15","40km DWDM"
"876520","152411389","PKGF10GB5","44.12","85",".44","1.51","-1","1531.896","2.223","10.6","1.87","20","54.2","19.6","25.5",".52","2.05","51",".1555","4.5304","533.299","38.33059","PASS","1","C","1656L057","PASS","22-JUN-15","80km DWDM"
"876524","152411393","PKGF10GB3","42.91","85",".48","1.43","-1","1531.899","2.739","10.6","2.42","20","51.2","21.1","23.5",".39","1.81","50",".1525","4.75013","702.754","36.56454","PASS","1","C","1656L057","PASS","22-JUN-15","80km DWDM"
"876535","152411404","PKGF10GB4","39.15","51.37",".65","1.52","-1","1540.555","1.369","10.3","998.8","-999","49.46","20.9","27",".48","-999","51",".1616","5.52224","377.464","28.37038","FAIL","1","C","1655L346","FAIL_EXT_RATIO","23-JUN-15","40km DWDM"
"876647","152412062","PKGF10GB3","45.79","70",".4","1.5","-.7","1539.761","1.279","11.2",".43","20","49.42","19.3","21.7","1.18","1.79","50",".1456","4.24277","1164.34","23.40739","PASS","1","C","1655L047","PASS","23-JUN-15","40km DWDM"
"876651","152412066","PKGF10GB1","35.09","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0009","-999","-999","-999","FAIL","1","C","1655L047","FAIL_TOP_CONTACT","23-JUN-15","40km DWDM"
"876675","152412090","PKGF10GB2","48","52",".4","1.33","-.7","1539.695","1.657","9.9","998.8","-999","-999","-999","-999","-999","-999","49",".1547","-999","236.515","21.80473","FAIL","1","C","1655L047","FAIL_WAVELENGTH","24-JUN-15","40km DWDM"
"876676","152412091","PKGF10GB2","47.09","60",".4","1.37","-.6","1539.763","1.714","10.6","1.69","13","-999","-999","-999","-999","2.37","50",".1547","-999","545.129","21.76081","FAIL","1","C","1655L047","FAIL_TUNING","24-JUN-15","40km DWDM"
"876691","152412106","PKGF10GB2","43.37","79.9",".65","1.5","-1.2","1539.763",".716","10.5","998.8","-999","-999","-999","-999","-999","-999","50",".1777","-999","725.109","39.99008","FAIL","1","C","1655L047","FAIL_TUNING","23-JUN-15","40km DWDM"
"876715","152412130","PKGF10GB4","38.81","56.37",".75","1.53","-1.15","1539.767",".713","10.7","998.8","-999","-999","-999","-999","-999","-999","49",".1694","-999","331.96","37.03175","FAIL","1","C","1655L047","FAIL_TUNING","23-JUN-15","40km DWDM"
